time_s,mode,reservoir_pressure_bar,blockage_fraction,frequency_hz,flow_m3d,intake_pressure_bar,discharge_pressure_bar,motor_current_a,motor_temperature_c,electrical_power_kw,pump_efficiency,tripped,first_out
738.0,pid,162.0,0.200789,60.0,600.0,82.0,232.1492,121.6878,90.8797,172.8309,0.685578,False,NONE
739.0,pid,162.0,0.201711,60.0,600.0,82.0,232.1492,121.6878,90.8949,172.8309,0.685578,False,NONE
740.0,pid,162.0,0.202632,60.0,600.0,82.0,232.1492,121.6878,90.9102,172.8309,0.685578,False,NONE
741.0,pid,162.0,0.203553,60.0,600.0,82.0,232.1492,121.6878,90.9254,172.8309,0.685578,False,NONE
742.0,pid,162.0,0.204474,60.0,599.9942,82.0,232.1501,121.6875,90.9405,172.8305,0.685576,False,NONE
743.0,pid,162.0,0.205395,60.0,599.9712,82.0001,232.1536,121.6864,90.9557,172.8289,0.685572,False,NONE
744.0,pid,162.0,0.206316,60.0,599.9316,82.0004,232.1597,121.6845,90.9708,172.8262,0.685564,False,NONE
745.0,pid,162.0,0.207237,60.0,599.876,82.0009,232.1684,121.6818,90.9859,172.8225,0.685553,False,NONE
746.0,pid,162.0,0.208158,60.0,599.8047,82.0016,232.1796,121.6784,91.0009,172.8176,0.685538,False,NONE
747.0,pid,162.0,0.209079,60.0,599.7183,82.0026,232.1934,121.6743,91.0159,172.8118,0.685521,False,NONE
748.0,pid,162.0,0.21,60.0,599.6173,82.004,232.2096,121.6695,91.0309,172.8049,0.685501,False,NONE
749.0,pid,162.0,0.210921,60.0,599.5022,82.0058,232.2284,121.6639,91.0458,172.7971,0.685478,False,NONE
750.0,pid,162.0,0.211842,60.0,599.3733,82.008,232.2496,121.6578,91.0607,172.7883,0.685452,False,NONE
751.0,pid,162.0,0.212763,60.0,599.2313,82.0107,232.2732,121.651,91.0756,172.7786,0.685423,False,NONE
752.0,pid,162.0,0.213684,60.0,599.0764,82.0139,232.2993,121.6435,91.0904,172.7681,0.685392,False,NONE
753.0,pid,162.0,0.214605,60.0,598.9091,82.0177,232.3277,121.6355,91.1052,172.7566,0.685358,False,NONE
754.0,pid,162.0,0.215526,60.0,598.7298,82.022,232.3584,121.6268,91.1199,172.7444,0.685322,False,NONE
755.0,pid,162.0,0.216447,60.0,598.5389,82.0269,232.3914,121.6176,91.1347,172.7313,0.685283,False,NONE
756.0,pid,162.0,0.217368,60.0,598.3368,82.0325,232.4267,121.6079,91.1493,172.7174,0.685242,False,NONE
757.0,pid,162.0,0.218289,60.0,598.1239,82.0387,232.4642,121.5976,91.164,172.7028,0.685199,False,NONE
758.0,pid,162.0,0.219211,60.0,597.9004,82.0456,232.504,121.5867,91.1786,172.6874,0.685154,False,NONE
759.0,pid,162.0,0.220132,60.0,597.6668,82.0532,232.5459,121.5754,91.1931,172.6713,0.685106,False,NONE
760.0,pid,162.0,0.221053,60.0,597.4234,82.0615,232.59,121.5636,91.2077,172.6545,0.685057,False,NONE
761.0,pid,162.0,0.221974,60.0,597.1705,82.0705,232.6361,121.5512,91.2221,172.637,0.685005,False,NONE
762.0,pid,162.0,0.222895,60.0,596.9085,82.0803,232.6843,121.5384,91.2366,172.6188,0.684952,False,NONE
763.0,pid,162.0,0.223816,60.0,596.6376,82.0908,232.7346,121.5252,91.251,172.6,0.684896,False,NONE
764.0,pid,162.0,0.224737,60.0,596.3581,82.1021,232.7868,121.5115,91.2653,172.5805,0.684839,False,NONE
765.0,pid,162.0,0.225658,60.0,596.0705,82.1141,232.8411,121.4973,91.2797,172.5604,0.68478,False,NONE
766.0,pid,162.0,0.226579,60.0,595.7748,82.127,232.8972,121.4828,91.2939,172.5397,0.684719,False,NONE
767.0,pid,162.0,0.2275,60.0,595.4714,82.1406,232.9553,121.4678,91.3082,172.5185,0.684656,False,NONE
768.0,pid,162.0,0.228421,60.0,595.1606,82.155,233.0152,121.4524,91.3224,172.4966,0.684592,False,NONE
769.0,pid,162.0,0.229342,60.0,594.8426,82.1702,233.0769,121.4366,91.3365,172.4742,0.684526,False,NONE
770.0,pid,162.0,0.230263,60.0,594.5177,82.1862,233.1404,121.4205,91.3507,172.4513,0.684458,False,NONE
771.0,pid,162.0,0.231184,60.0,594.1861,82.2031,233.2057,121.404,91.3647,172.4278,0.684389,False,NONE
772.0,pid,162.0,0.232105,60.0,593.8481,82.2207,233.2727,121.3871,91.3788,172.4038,0.684319,False,NONE
773.0,pid,162.0,0.233026,60.0,593.5039,82.2391,233.3414,121.3698,91.3928,172.3793,0.684247,False,NONE
774.0,pid,162.0,0.233947,60.0,593.1536,82.2584,233.4117,121.3522,91.4067,172.3543,0.684174,False,NONE
775.0,pid,162.0,0.234868,60.0,592.7976,82.2785,233.4837,121.3343,91.4206,172.3289,0.684099,False,NONE
776.0,pid,162.0,0.235789,60.0,592.4361,82.2993,233.5572,121.316,91.4345,172.3029,0.684023,False,NONE
777.0,pid,162.0,0.236711,60.0,592.0691,82.321,233.6323,121.2974,91.4483,172.2765,0.683945,False,NONE
778.0,pid,162.0,0.237632,60.0,591.697,82.3434,233.7089,121.2786,91.4621,172.2497,0.683866,False,NONE
779.0,pid,162.0,0.238553,60.0,591.32,82.3667,233.787,121.2594,91.4758,172.2224,0.683786,False,NONE
780.0,pid,162.0,0.239474,60.0,590.9381,82.3907,233.8665,121.2399,91.4895,172.1947,0.683705,False,NONE
781.0,pid,162.0,0.240395,60.0,590.5517,82.4156,233.9475,121.2201,91.5032,172.1666,0.683623,False,NONE
782.0,pid,162.0,0.241316,60.0,590.1608,82.4412,234.0298,121.2,91.5168,172.1381,0.683539,False,NONE
783.0,pid,162.0,0.242237,60.0,589.7656,82.4676,234.1135,121.1796,91.5303,172.1092,0.683455,False,NONE
784.0,pid,162.0,0.243158,60.0,589.3664,82.4947,234.1985,121.159,91.5439,172.0799,0.683369,False,NONE
785.0,pid,162.0,0.244079,60.0,588.9632,82.5226,234.2848,121.1381,91.5573,172.0503,0.683282,False,NONE
786.0,pid,162.0,0.245,60.0,588.5563,82.5513,234.3724,121.117,91.5708,172.0203,0.683194,False,NONE
787.0,pid,162.0,0.245921,60.0,588.1457,82.5807,234.4612,121.0956,91.5842,171.9899,0.683105,False,NONE
788.0,pid,162.0,0.246842,60.0,587.7316,82.6108,234.5512,121.074,91.5975,171.9591,0.683015,False,NONE
789.0,pid,162.0,0.247763,60.0,587.3142,82.6417,234.6423,121.0521,91.6108,171.9281,0.682924,False,NONE
790.0,pid,162.0,0.248684,60.0,586.8936,82.6733,234.7346,121.03,91.6241,171.8967,0.682833,False,NONE
791.0,pid,162.0,0.249605,60.0,586.47,82.7056,234.828,121.0076,91.6373,171.8649,0.68274,False,NONE
792.0,pid,162.0,0.250526,60.0,586.0433,82.7386,234.9225,120.9851,91.6504,171.8329,0.682646,False,NONE
793.0,pid,162.0,0.251447,60.0,585.6139,82.7723,235.0181,120.9623,91.6636,171.8005,0.682552,False,NONE
794.0,pid,162.0,0.252368,60.0,585.1818,82.8067,235.1147,120.9393,91.6766,171.7679,0.682457,False,NONE
795.0,pid,162.0,0.253289,60.0,584.7471,82.8418,235.2122,120.9161,91.6897,171.7349,0.68236,False,NONE
796.0,pid,162.0,0.254211,60.0,584.3099,82.8775,235.3108,120.8927,91.7027,171.7017,0.682263,False,NONE
797.0,pid,162.0,0.255132,60.0,583.8704,82.9139,235.4103,120.8691,91.7156,171.6682,0.682166,False,NONE
798.0,pid,162.0,0.256053,60.0,583.4287,82.9509,235.5107,120.8453,91.7285,171.6344,0.682067,False,NONE
799.0,pid,162.0,0.256974,60.0,582.9848,82.9885,235.6119,120.8213,91.7414,171.6003,0.681968,False,NONE
800.0,pid,162.0,0.257895,60.0,582.5389,83.0268,235.7141,120.7972,91.7542,171.566,0.681868,False,NONE
801.0,pid,162.0,0.258816,60.0,582.091,83.0657,235.8171,120.7728,91.767,171.5314,0.681767,False,NONE
802.0,pid,162.0,0.259737,60.0,581.6413,83.1052,235.9209,120.7483,91.7797,171.4966,0.681666,False,NONE
803.0,pid,162.0,0.260658,60.0,581.1898,83.1453,236.0255,120.7236,91.7924,171.4615,0.681564,False,NONE
804.0,pid,162.0,0.261579,60.0,580.7367,83.1859,236.1309,120.6988,91.805,171.4262,0.681461,False,NONE
805.0,pid,162.0,0.2625,60.0,580.282,83.2272,236.237,120.6737,91.8176,171.3907,0.681357,False,NONE
806.0,pid,162.0,0.263421,60.0,579.8258,83.2689,236.3439,120.6486,91.8301,171.3549,0.681253,False,NONE
807.0,pid,162.0,0.264342,60.0,579.3682,83.3113,236.4514,120.6232,91.8426,171.3189,0.681149,False,NONE
808.0,pid,162.0,0.265263,60.0,578.9093,83.3542,236.5596,120.5977,91.8551,171.2827,0.681043,False,NONE
809.0,pid,162.0,0.266184,60.0,578.4491,83.3976,236.6685,120.5721,91.8675,171.2463,0.680938,False,NONE
810.0,pid,162.0,0.267105,60.0,577.9878,83.4415,236.778,120.5463,91.8799,171.2097,0.680831,False,NONE
811.0,pid,162.0,0.268026,60.0,577.5253,83.4859,236.8881,120.5204,91.8922,171.1729,0.680724,False,NONE
812.0,pid,162.0,0.268947,60.0,577.0618,83.5309,236.9988,120.4943,91.9044,171.1359,0.680617,False,NONE
813.0,pid,162.0,0.269868,60.0,576.5973,83.5763,237.1101,120.4681,91.9167,171.0987,0.680509,False,NONE
814.0,pid,162.0,0.270789,60.0,576.132,83.6222,237.222,120.4418,91.9289,171.0613,0.6804,False,NONE
815.0,pid,162.0,0.271711,60.0,575.6658,83.6685,237.3343,120.4153,91.941,171.0237,0.680291,False,NONE
816.0,pid,162.0,0.272632,60.0,575.1988,83.7153,237.4472,120.3888,91.9531,170.986,0.680182,False,NONE
817.0,pid,162.0,0.273553,60.0,574.731,83.7626,237.5606,120.3621,91.9651,170.948,0.680072,False,NONE
818.0,pid,162.0,0.274474,60.0,574.2627,83.8103,237.6744,120.3352,91.9772,170.9099,0.679961,False,NONE
819.0,pid,162.0,0.275395,60.0,573.7937,83.8584,237.7887,120.3083,91.9891,170.8717,0.67985,False,NONE
820.0,pid,162.0,0.276316,60.0,573.3241,83.9069,237.9034,120.2813,92.001,170.8333,0.679739,False,NONE
821.0,pid,162.0,0.277237,60.0,572.8541,83.9558,238.0186,120.2541,92.0129,170.7947,0.679627,False,NONE
822.0,pid,162.0,0.278158,60.0,572.3836,84.0052,238.1341,120.2268,92.0247,170.756,0.679515,False,NONE
823.0,pid,162.0,0.279079,60.0,571.9127,84.0549,238.2501,120.1995,92.0365,170.7171,0.679403,False,NONE
824.0,pid,162.0,0.28,60.0,571.4415,84.105,238.3664,120.172,92.0482,170.6781,0.67929,False,NONE
825.0,pid,162.0,0.280921,60.0,570.9699,84.1554,238.483,120.1444,92.0599,170.6389,0.679176,False,NONE
826.0,pid,162.0,0.281842,60.0,570.4981,84.2062,238.6,120.1167,92.0716,170.5996,0.679063,False,NONE
827.0,pid,162.0,0.282763,60.0,570.0261,84.2574,238.7174,120.089,92.0832,170.5601,0.678948,False,NONE
828.0,pid,162.0,0.283684,60.0,569.5539,84.3088,238.835,120.0611,92.0947,170.5206,0.678834,False,NONE
829.0,pid,162.0,0.284605,60.0,569.0815,84.3607,238.9529,120.0331,92.1062,170.4809,0.678719,False,NONE
830.0,pid,162.0,0.285526,60.0,568.6091,84.4128,239.0711,120.0051,92.1177,170.441,0.678604,False,NONE
831.0,pid,162.0,0.286447,60.0,568.1366,84.4653,239.1896,119.977,92.1291,170.4011,0.678489,False,NONE
832.0,pid,162.0,0.287368,60.0,567.6641,84.518,239.3083,119.9488,92.1405,170.361,0.678373,False,NONE
833.0,pid,162.0,0.288289,60.0,567.1916,84.571,239.4273,119.9205,92.1518,170.3209,0.678257,False,NONE
834.0,pid,162.0,0.289211,60.0,566.7191,84.6244,239.5465,119.8921,92.1631,170.2806,0.678141,False,NONE
835.0,pid,162.0,0.290132,60.0,566.2467,84.678,239.6658,119.8637,92.1744,170.2401,0.678024,False,NONE
836.0,pid,162.0,0.291053,60.0,565.7744,84.7318,239.7854,119.8351,92.1856,170.1996,0.677907,False,NONE
837.0,pid,162.0,0.291974,60.0,565.3023,84.786,239.9052,119.8065,92.1967,170.159,0.67779,False,NONE
838.0,pid,162.0,0.292895,60.0,564.8303,84.8403,240.0251,119.7779,92.2078,170.1183,0.677672,False,NONE
839.0,pid,162.0,0.293816,60.0,564.3586,84.895,240.1453,119.7491,92.2189,170.0775,0.677555,False,NONE
840.0,pid,162.0,0.294737,60.0,563.887,84.9498,240.2655,119.7203,92.2299,170.0366,0.677437,False,NONE
841.0,pid,162.0,0.295658,60.0,563.4157,85.0049,240.3859,119.6914,92.2409,169.9956,0.677318,False,NONE
842.0,pid,162.0,0.296579,60.0,562.9447,85.0602,240.5064,119.6625,92.2518,169.9545,0.6772,False,NONE
843.0,pid,162.0,0.2975,60.0,562.4741,85.1157,240.627,119.6335,92.2627,169.9133,0.677081,False,NONE
844.0,pid,162.0,0.298421,60.0,562.0037,85.1715,240.7478,119.6044,92.2736,169.872,0.676962,False,NONE
845.0,pid,162.0,0.299342,60.0,561.5337,85.2274,240.8686,119.5753,92.2844,169.8306,0.676843,False,NONE
846.0,pid,162.0,0.300263,60.0,561.0641,85.2835,240.9895,119.5461,92.2951,169.7892,0.676724,False,NONE
847.0,pid,162.0,0.301184,60.0,560.5948,85.3398,241.1105,119.5169,92.3058,169.7477,0.676604,False,NONE
848.0,pid,162.0,0.302105,60.0,560.126,85.3963,241.2316,119.4876,92.3165,169.7061,0.676484,False,NONE
849.0,pid,162.0,0.303026,60.0,559.6577,85.4529,241.3527,119.4583,92.3271,169.6644,0.676364,False,NONE
850.0,pid,162.0,0.303947,60.0,559.1898,85.5098,241.4739,119.4289,92.3377,169.6226,0.676244,False,NONE
851.0,pid,162.0,0.304868,60.0,558.7224,85.5667,241.5951,119.3994,92.3482,169.5808,0.676124,False,NONE
852.0,pid,162.0,0.305789,60.0,558.2554,85.6238,241.7163,119.3699,92.3587,169.5389,0.676004,False,NONE
853.0,pid,162.0,0.306711,60.0,557.789,85.6811,241.8375,119.3404,92.3692,169.497,0.675883,False,NONE
854.0,pid,162.0,0.307632,60.0,557.3232,85.7385,241.9588,119.3108,92.3796,169.455,0.675762,False,NONE
855.0,pid,162.0,0.308553,60.0,556.8578,85.796,242.0801,119.2812,92.39,169.4129,0.675641,False,NONE
856.0,pid,162.0,0.309474,60.0,556.3931,85.8537,242.2013,119.2515,92.4003,169.3707,0.67552,False,NONE
857.0,pid,162.0,0.310395,60.0,555.9289,85.9115,242.3226,119.2218,92.4105,169.3285,0.675399,False,NONE
858.0,pid,162.0,0.311316,60.0,555.4653,85.9694,242.4438,119.192,92.4208,169.2863,0.675277,False,NONE
859.0,pid,162.0,0.312237,60.0,555.0023,86.0274,242.565,119.1623,92.431,169.244,0.675156,False,NONE
860.0,pid,162.0,0.313158,60.0,554.54,86.0855,242.6862,119.1324,92.4411,169.2016,0.675034,False,NONE
861.0,pid,162.0,0.314079,60.0,554.0783,86.1437,242.8073,119.1025,92.4512,169.1592,0.674912,False,NONE
862.0,pid,162.0,0.315,60.0,553.6172,86.202,242.9284,119.0726,92.4613,169.1167,0.67479,False,NONE
863.0,pid,162.0,0.315921,60.0,553.1568,86.2604,243.0494,119.0427,92.4713,169.0742,0.674668,False,NONE
864.0,pid,162.0,0.316842,60.0,552.6971,86.3189,243.1704,119.0127,92.4813,169.0316,0.674546,False,NONE
865.0,pid,162.0,0.317763,60.0,552.238,86.3775,243.2913,118.9827,92.4912,168.989,0.674424,False,NONE
866.0,pid,162.0,0.318684,60.0,551.7797,86.4361,243.4121,118.9527,92.5011,168.9463,0.674301,False,NONE
867.0,pid,162.0,0.319605,60.0,551.322,86.4948,243.5329,118.9226,92.5109,168.9036,0.674179,False,NONE
868.0,pid,162.0,0.320526,60.0,550.8651,86.5535,243.6535,118.8925,92.5207,168.8609,0.674056,False,NONE
869.0,pid,162.0,0.321447,60.0,550.4089,86.6123,243.7741,118.8624,92.5305,168.8181,0.673933,False,NONE
870.0,pid,162.0,0.322368,60.0,549.9534,86.6712,243.8946,118.8322,92.5402,168.7752,0.673811,False,NONE
871.0,pid,162.0,0.323289,60.0,549.4987,86.7301,244.015,118.8021,92.5499,168.7324,0.673688,False,NONE
872.0,pid,162.0,0.324211,60.0,549.0447,86.7891,244.1352,118.7718,92.5595,168.6895,0.673565,False,NONE
873.0,pid,162.0,0.325132,60.0,548.5915,86.8481,244.2554,118.7416,92.5691,168.6465,0.673442,False,NONE
874.0,pid,162.0,0.326053,60.0,548.139,86.9072,244.3754,118.7114,92.5786,168.6036,0.673318,False,NONE
875.0,pid,162.0,0.326974,60.0,547.6873,86.9663,244.4953,118.6811,92.5881,168.5606,0.673195,False,NONE
876.0,pid,162.0,0.327895,60.0,547.2364,87.0254,244.6151,118.6508,92.5976,168.5175,0.673072,False,NONE
877.0,pid,162.0,0.328816,60.0,546.7863,87.0845,244.7348,118.6205,92.607,168.4745,0.672949,False,NONE
878.0,pid,162.0,0.329737,60.0,546.337,87.1437,244.8543,118.5901,92.6164,168.4314,0.672825,False,NONE
879.0,pid,162.0,0.330658,60.0,545.8884,87.2028,244.9737,118.5598,92.6257,168.3883,0.672702,False,NONE
880.0,pid,162.0,0.331579,60.0,545.4407,87.262,245.093,118.5294,92.635,168.3451,0.672578,False,NONE
881.0,pid,162.0,0.3325,60.0,544.9938,87.3212,245.2121,118.499,92.6443,168.3019,0.672455,False,NONE
882.0,pid,162.0,0.333421,60.0,544.5477,87.3804,245.3311,118.4686,92.6535,168.2587,0.672331,False,NONE
883.0,pid,162.0,0.334342,60.0,544.1024,87.4397,245.4499,118.4381,92.6626,168.2155,0.672207,False,NONE
884.0,pid,162.0,0.335263,60.0,543.658,87.4989,245.5685,118.4077,92.6718,168.1723,0.672084,False,NONE
885.0,pid,162.0,0.336184,60.0,543.2143,87.5581,245.687,118.3772,92.6809,168.129,0.67196,False,NONE
886.0,pid,162.0,0.337105,60.0,542.7716,87.6173,245.8053,118.3468,92.6899,168.0857,0.671836,False,NONE
887.0,pid,162.0,0.338026,60.0,542.3296,87.6765,245.9234,118.3163,92.6989,168.0424,0.671712,False,NONE
888.0,pid,162.0,0.338947,60.0,541.8885,87.7357,246.0414,118.2858,92.7079,167.9991,0.671588,False,NONE
889.0,pid,162.0,0.339868,60.0,541.4482,87.7949,246.1592,118.2553,92.7168,167.9558,0.671464,False,NONE
890.0,pid,162.0,0.340789,60.0,541.0088,87.854,246.2769,118.2247,92.7257,167.9124,0.67134,False,NONE
891.0,pid,162.0,0.341711,60.0,540.5703,87.9132,246.3943,118.1942,92.7345,167.8691,0.671216,False,NONE
892.0,pid,162.0,0.342632,60.0,540.1325,87.9723,246.5116,118.1637,92.7433,167.8257,0.671092,False,NONE
893.0,pid,162.0,0.343553,60.0,539.6957,88.0314,246.6286,118.1331,92.752,167.7823,0.670968,False,NONE
894.0,pid,162.0,0.344474,60.0,539.2597,88.0905,246.7455,118.1025,92.7608,167.7389,0.670844,False,NONE
895.0,pid,162.0,0.345395,60.0,538.8246,88.1495,246.8622,118.072,92.7694,167.6954,0.67072,False,NONE
896.0,pid,162.0,0.346316,60.0,538.3903,88.2085,246.9787,118.0414,92.7781,167.652,0.670596,False,NONE
897.0,pid,162.0,0.347237,60.0,537.9569,88.2675,247.095,118.0108,92.7867,167.6086,0.670472,False,NONE
898.0,pid,162.0,0.348158,60.0,537.5244,88.3264,247.2112,117.9802,92.7952,167.5651,0.670348,False,NONE
899.0,pid,162.0,0.349079,60.0,537.0927,88.3853,247.3271,117.9496,92.8037,167.5217,0.670224,False,NONE
900.0,pid,162.0,0.35,60.0,536.662,88.4441,247.4428,117.919,92.8122,167.4782,0.6701,False,NONE
