time_s,mode,reservoir_pressure_bar,blockage_fraction,frequency_hz,flow_m3d,intake_pressure_bar,discharge_pressure_bar,motor_current_a,motor_temperature_c,electrical_power_kw,pump_efficiency,tripped,first_out
0.0,pid,180.0,0.0,50.25,405.7143,81.3116,197.432,66.7963,65.0286,94.8695,0.653139,False,NONE
1.0,pid,180.0,0.0,50.5,411.2653,82.5645,199.4876,68.0217,65.058,96.6099,0.654643,False,NONE
2.0,pid,180.0,0.0,50.75,416.6577,83.7611,201.5023,69.2478,65.0883,98.3514,0.656041,False,NONE
3.0,pid,180.0,0.0,51.0,421.8961,84.9036,203.4785,70.4751,65.1194,100.0945,0.657342,False,NONE
4.0,pid,180.0,0.0,51.25,426.9848,85.994,205.4183,71.7041,65.1513,101.8401,0.658552,False,NONE
5.0,pid,180.0,0.0,51.5,431.9281,87.0344,207.324,72.9353,65.1842,103.5887,0.659676,False,NONE
6.0,pid,180.0,0.0,51.75,436.7301,88.0269,209.1975,74.169,65.2178,105.3409,0.66072,False,NONE
7.0,pid,180.0,0.0,52.0,441.395,88.9732,211.041,75.4057,65.2523,107.0973,0.661688,False,NONE
8.0,pid,180.0,0.0,52.25,445.9265,89.8752,212.8561,76.6457,65.2876,108.8585,0.662586,False,NONE
9.0,pid,180.0,0.0,52.5,450.3286,90.7346,214.6447,77.8894,65.3238,110.6248,0.663418,False,NONE
10.0,pid,180.0,0.0,52.75,454.605,91.5532,216.4085,79.137,65.3608,112.3968,0.664187,False,NONE
11.0,pid,180.0,0.0,53.0,458.7591,92.3326,218.1491,80.3889,65.3987,114.1749,0.664898,False,NONE
12.0,pid,180.0,0.0,53.25,462.7946,93.0744,219.8682,81.6454,65.4375,115.9595,0.665554,False,NONE
13.0,pid,180.0,0.0,53.5,466.7147,93.78,221.567,82.9067,65.477,117.7509,0.666158,False,NONE
14.0,pid,180.0,0.0,53.75,470.5229,94.451,223.2471,84.1732,65.5175,119.5496,0.666713,False,NONE
15.0,pid,180.0,0.0,54.0,474.2222,95.0887,224.9099,85.4449,65.5588,121.3558,0.667222,False,NONE
16.0,pid,180.0,0.0,54.25,477.8159,95.6945,226.5565,86.7222,65.6009,123.1699,0.667687,False,NONE
17.0,pid,180.0,0.0,54.5,481.3068,96.2696,228.1882,88.0052,65.6439,124.9921,0.668112,False,NONE
18.0,pid,180.0,0.0,54.75,484.6981,96.8155,229.8063,89.2941,65.6878,126.8227,0.668497,False,NONE
19.0,pid,180.0,0.0,55.0,487.9924,97.3332,231.4117,90.5891,65.7326,128.6621,0.668845,False,NONE
20.0,pid,180.0,0.0,55.25,491.1926,97.8239,233.0056,91.8904,65.7782,130.5103,0.669158,False,NONE
21.0,pid,180.0,0.0,55.5,494.3014,98.2887,234.589,93.1981,65.8247,132.3676,0.669438,False,NONE
22.0,pid,180.0,0.0,55.75,497.3214,98.7287,236.1628,94.5124,65.872,134.2343,0.669687,False,NONE
23.0,pid,180.0,0.0,56.0,500.255,99.145,237.728,95.8334,65.9203,136.1105,0.669905,False,NONE
24.0,pid,180.0,0.0,56.25,503.1049,99.5386,239.2854,97.1613,65.9694,137.9964,0.670095,False,NONE
25.0,pid,180.0,0.0,56.5,505.8733,99.9104,240.836,98.4961,66.0194,139.8921,0.670258,False,NONE
26.0,pid,180.0,0.0,56.75,508.5627,100.2612,242.3804,99.8379,66.0703,141.7979,0.670395,False,NONE
27.0,pid,180.0,0.0,57.0,511.1752,100.5922,243.9195,101.1869,66.1221,143.7139,0.670507,False,NONE
28.0,pid,180.0,0.0,57.25,513.713,100.904,245.4539,102.5432,66.1748,145.6402,0.670596,False,NONE
29.0,pid,180.0,0.0,57.5,516.1784,101.1975,246.9844,103.9068,66.2284,147.5769,0.670662,False,NONE
30.0,pid,180.0,0.0,57.75,518.5733,101.4734,248.5117,105.2778,66.2828,149.5241,0.670707,False,NONE
31.0,pid,180.0,0.0,58.0,520.8997,101.7327,250.0363,106.6563,66.3382,151.482,0.670731,False,NONE
32.0,pid,180.0,0.0,58.25,523.1597,101.9759,251.5589,108.0424,66.3945,153.4507,0.670735,False,NONE
33.0,pid,180.0,0.0,58.5,525.3552,102.2038,253.0799,109.4362,66.4517,155.4302,0.670721,False,NONE
34.0,pid,180.0,0.0,58.75,527.4879,102.4171,254.6001,110.8376,66.5099,157.4207,0.670688,False,NONE
35.0,pid,180.0,0.0,59.0,529.5597,102.6164,256.1198,112.2468,66.5689,159.4221,0.670638,False,NONE
36.0,pid,180.0,0.0,59.25,531.5722,102.8023,257.6396,113.6639,66.6289,161.4347,0.670571,False,NONE
37.0,pid,180.0,0.0,59.5,533.5273,102.9754,259.1599,115.0888,66.6898,163.4584,0.670488,False,NONE
38.0,pid,180.0,0.0,59.75,535.4265,103.1364,260.6812,116.5215,66.7517,165.4934,0.670389,False,NONE
39.0,pid,180.0,0.0,60.0,537.2715,103.2858,262.2039,117.9623,66.8144,167.5397,0.670275,False,NONE
40.0,pid,180.0,0.0,60.0,539.0637,103.424,262.1051,118.0888,66.8772,167.7193,0.670789,False,NONE
41.0,pid,180.0,0.0,60.0,540.8048,103.5517,262.0017,118.2105,66.9399,167.8923,0.671283,False,NONE
42.0,pid,180.0,0.0,60.0,542.4961,103.6693,261.894,118.3278,67.0025,168.0588,0.671759,False,NONE
43.0,pid,180.0,0.0,60.0,544.139,103.7773,261.7826,118.4407,67.0651,168.2191,0.672218,False,NONE
44.0,pid,180.0,0.0,60.0,545.7351,103.8761,261.6675,118.5494,67.1277,168.3735,0.672659,False,NONE
45.0,pid,180.0,0.0,60.0,547.2855,103.9661,261.5493,118.6541,67.1902,168.5222,0.673085,False,NONE
46.0,pid,180.0,0.0,60.0,548.7916,104.0479,261.4282,118.755,67.2527,168.6655,0.673496,False,NONE
47.0,pid,180.0,0.0,60.0,550.2547,104.1218,261.3044,118.8522,67.315,168.8036,0.673892,False,NONE
48.0,pid,180.0,0.0,60.0,551.676,104.1881,261.1782,118.9459,67.3774,168.9367,0.674273,False,NONE
49.0,pid,180.0,0.0,60.0,553.0567,104.2473,261.0499,119.0362,67.4396,169.0649,0.674641,False,NONE
50.0,pid,180.0,0.0,60.0,554.3979,104.2996,260.9197,119.1232,67.5018,169.1886,0.674996,False,NONE
51.0,pid,180.0,0.0,60.0,555.7009,104.3455,260.7878,119.2072,67.564,169.3078,0.675339,False,NONE
52.0,pid,180.0,0.0,60.0,556.9665,104.3853,260.6545,119.2881,67.6261,169.4227,0.675669,False,NONE
53.0,pid,180.0,0.0,60.0,558.1961,104.4193,260.5199,119.3662,67.688,169.5336,0.675988,False,NONE
54.0,pid,180.0,0.0,60.0,559.3905,104.4477,260.3842,119.4415,67.75,169.6406,0.676296,False,NONE
55.0,pid,180.0,0.0,60.0,560.5507,104.4709,260.2477,119.5142,67.8118,169.7438,0.676593,False,NONE
56.0,pid,180.0,0.0,60.0,561.6779,104.4892,260.1105,119.5843,67.8736,169.8433,0.67688,False,NONE
57.0,pid,180.0,0.0,60.0,562.7728,104.5027,259.9727,119.6519,67.9353,169.9394,0.677157,False,NONE
58.0,pid,180.0,0.0,60.0,563.8364,104.5118,259.8345,119.7172,67.9969,170.0322,0.677424,False,NONE
59.0,pid,180.0,0.0,60.0,564.8697,104.5168,259.6961,119.7803,68.0584,170.1217,0.677682,False,NONE
60.0,pid,180.0,0.0,60.0,565.8734,104.5177,259.5575,119.8411,68.1199,170.2081,0.677932,False,NONE
61.0,pid,180.0,0.0,60.0,566.8484,104.5149,259.419,119.8999,68.1812,170.2916,0.678172,False,NONE
62.0,pid,180.0,0.0,60.0,567.7956,104.5086,259.2806,119.9566,68.2425,170.3722,0.678405,False,NONE
63.0,pid,180.0,0.0,60.0,568.7157,104.499,259.1424,120.0114,68.3037,170.45,0.67863,False,NONE
64.0,pid,180.0,0.0,60.0,569.6096,104.4862,259.0046,120.0644,68.3648,170.5252,0.678848,False,NONE
65.0,pid,180.0,0.0,60.0,570.4779,104.4705,258.8672,120.1155,68.4258,170.5979,0.679058,False,NONE
66.0,pid,180.0,0.0,60.0,571.3214,104.452,258.7303,120.165,68.4867,170.6681,0.679261,False,NONE
67.0,pid,180.0,0.0,60.0,572.1408,104.4309,258.5941,120.2127,68.5475,170.7359,0.679457,False,NONE
68.0,pid,180.0,0.0,60.0,572.9367,104.4074,258.4585,120.2589,68.6083,170.8015,0.679647,False,NONE
69.0,pid,180.0,0.0,60.0,573.71,104.3817,258.3238,120.3035,68.6689,170.8648,0.679831,False,NONE
70.0,pid,180.0,0.0,60.0,574.4611,104.3538,258.1899,120.3466,68.7295,170.9261,0.680008,False,NONE
71.0,pid,180.0,0.0,60.0,575.1908,104.3239,258.0569,120.3883,68.7899,170.9853,0.68018,False,NONE
72.0,pid,180.0,0.0,60.0,575.8996,104.2922,257.9249,120.4286,68.8503,171.0426,0.680346,False,NONE
73.0,pid,180.0,0.0,60.0,576.5882,104.2587,257.7939,120.4676,68.9105,171.0979,0.680507,False,NONE
74.0,pid,180.0,0.0,60.0,577.2571,104.2237,257.664,120.5053,68.9707,171.1515,0.680662,False,NONE
75.0,pid,180.0,0.0,60.0,577.9069,104.1872,257.5352,120.5418,69.0307,171.2033,0.680813,False,NONE
76.0,pid,180.0,0.0,60.0,578.5381,104.1493,257.4076,120.5771,69.0907,171.2534,0.680958,False,NONE
77.0,pid,180.0,0.0,60.0,579.1513,104.1102,257.2812,120.6112,69.1506,171.3018,0.681099,False,NONE
78.0,pid,180.0,0.0,60.0,579.747,104.0699,257.1561,120.6442,69.2103,171.3487,0.681235,False,NONE
79.0,pid,180.0,0.0,60.0,580.3257,104.0286,257.0322,120.6761,69.27,171.3941,0.681367,False,NONE
80.0,pid,180.0,0.0,60.0,580.8878,103.9863,256.9097,120.7071,69.3296,171.438,0.681495,False,NONE
81.0,pid,180.0,0.0,60.0,581.4339,103.9431,256.7885,120.737,69.389,171.4805,0.681619,False,NONE
82.0,pid,180.0,0.0,60.0,581.9643,103.8991,256.6687,120.7659,69.4484,171.5216,0.681739,False,NONE
83.0,pid,180.0,0.0,60.0,582.4796,103.8545,256.5503,120.794,69.5076,171.5614,0.681854,False,NONE
84.0,pid,180.0,0.0,60.0,582.9802,103.8092,256.4333,120.8211,69.5668,171.6,0.681967,False,NONE
85.0,pid,180.0,0.0,60.0,583.4665,103.7633,256.3177,120.8474,69.6258,171.6373,0.682076,False,NONE
86.0,pid,180.0,0.0,60.0,583.9389,103.717,256.2036,120.8728,69.6848,171.6734,0.682181,False,NONE
87.0,pid,180.0,0.0,60.0,584.3978,103.6702,256.0909,120.8974,69.7436,171.7084,0.682283,False,NONE
88.0,pid,180.0,0.0,60.0,584.8435,103.6231,255.9797,120.9213,69.8023,171.7423,0.682382,False,NONE
89.0,pid,180.0,0.0,60.0,585.2766,103.5757,255.87,120.9444,69.861,171.7751,0.682477,False,NONE
90.0,pid,180.0,0.0,60.0,585.6973,103.528,255.7618,120.9667,69.9195,171.8068,0.68257,False,NONE
91.0,pid,180.0,0.0,60.0,586.1059,103.4801,255.655,120.9884,69.9779,171.8376,0.68266,False,NONE
92.0,pid,180.0,0.0,60.0,586.5029,103.4321,255.5498,121.0094,70.0362,171.8674,0.682747,False,NONE
93.0,pid,180.0,0.0,60.0,586.8885,103.384,255.4461,121.0297,70.0944,171.8963,0.682832,False,NONE
94.0,pid,180.0,0.0,60.0,587.2631,103.3358,255.3438,121.0494,70.1525,171.9243,0.682913,False,NONE
95.0,pid,180.0,0.0,60.0,587.627,103.2877,255.2431,121.0685,70.2105,171.9514,0.682993,False,NONE
96.0,pid,180.0,0.0,60.0,587.9805,103.2395,255.1439,121.087,70.2684,171.9776,0.683069,False,NONE
97.0,pid,180.0,0.0,60.0,588.324,103.1915,255.0462,121.1049,70.3262,172.0031,0.683144,False,NONE
98.0,pid,180.0,0.0,60.0,588.6576,103.1435,254.9499,121.1223,70.3838,172.0277,0.683216,False,NONE
99.0,pid,180.0,0.0,60.0,588.9816,103.0956,254.8552,121.1391,70.4414,172.0516,0.683286,False,NONE
100.0,pid,180.0,0.0,60.0,589.2964,103.048,254.7619,121.1554,70.4989,172.0748,0.683354,False,NONE
101.0,pid,180.0,0.0,60.0,589.6023,103.0005,254.6701,121.1712,70.5562,172.0973,0.68342,False,NONE
102.0,pid,180.0,0.0,60.0,589.8993,102.9532,254.5798,121.1865,70.6134,172.119,0.683483,False,NONE
103.0,pid,180.0,0.0,60.0,590.1879,102.9062,254.4909,121.2014,70.6706,172.1401,0.683545,False,NONE
104.0,pid,180.0,0.0,60.0,590.4683,102.8595,254.4035,121.2158,70.7276,172.1606,0.683605,False,NONE
105.0,pid,180.0,0.0,60.0,590.7406,102.8131,254.3176,121.2298,70.7845,172.1804,0.683663,False,NONE
106.0,pid,180.0,0.0,60.0,591.0052,102.767,254.233,121.2433,70.8413,172.1996,0.683719,False,NONE
107.0,pid,180.0,0.0,60.0,591.2622,102.7212,254.1499,121.2564,70.898,172.2182,0.683774,False,NONE
108.0,pid,180.0,0.0,60.0,591.5118,102.6758,254.0682,121.2691,70.9546,172.2363,0.683827,False,NONE
109.0,pid,180.0,0.0,60.0,591.7543,102.6308,253.9879,121.2815,71.0111,172.2538,0.683879,False,NONE
110.0,pid,180.0,0.0,60.0,591.9899,102.5861,253.909,121.2934,71.0674,172.2708,0.683928,False,NONE
111.0,pid,180.0,0.0,60.0,592.2188,102.5419,253.8314,121.305,71.1237,172.2873,0.683977,False,NONE
112.0,pid,180.0,0.0,60.0,592.4411,102.498,253.7552,121.3163,71.1798,172.3033,0.684024,False,NONE
113.0,pid,180.0,0.0,60.0,592.6571,102.4546,253.6803,121.3272,71.2359,172.3188,0.684069,False,NONE
114.0,pid,180.0,0.0,60.0,592.8669,102.4117,253.6068,121.3378,71.2918,172.3338,0.684113,False,NONE
115.0,pid,180.0,0.0,60.0,593.0707,102.3692,253.5346,121.348,71.3476,172.3484,0.684156,False,NONE
116.0,pid,180.0,0.0,60.0,593.2687,102.3271,253.4637,121.358,71.4033,172.3625,0.684198,False,NONE
117.0,pid,180.0,0.0,60.0,593.461,102.2855,253.394,121.3677,71.459,172.3763,0.684238,False,NONE
118.0,pid,180.0,0.0,60.0,593.6478,102.2444,253.3257,121.377,71.5144,172.3896,0.684277,False,NONE
119.0,pid,180.0,0.0,60.0,593.8293,102.2038,253.2586,121.3861,71.5698,172.4025,0.684315,False,NONE
120.0,pid,180.0,0.0,60.0,594.0056,102.1637,253.1927,121.3949,71.6251,172.415,0.684352,False,NONE
121.0,pid,180.0,0.0,60.0,594.1769,102.1241,253.128,121.4035,71.6803,172.4272,0.684387,False,NONE
122.0,pid,180.0,0.0,60.0,594.3432,102.0849,253.0646,121.4118,71.7353,172.4389,0.684422,False,NONE
123.0,pid,180.0,0.0,60.0,594.5049,102.0463,253.0023,121.4198,71.7903,172.4504,0.684456,False,NONE
124.0,pid,180.0,0.0,60.0,594.6619,102.0082,252.9413,121.4277,71.8451,172.4615,0.684488,False,NONE
125.0,pid,180.0,0.0,60.0,594.8144,101.9705,252.8813,121.4352,71.8999,172.4722,0.68452,False,NONE
126.0,pid,180.0,0.0,60.0,594.9625,101.9334,252.8226,121.4426,71.9545,172.4827,0.684551,False,NONE
127.0,pid,180.0,0.0,60.0,595.1065,101.8968,252.7649,121.4497,72.009,172.4928,0.684581,False,NONE
128.0,pid,180.0,0.0,60.0,595.2463,101.8607,252.7084,121.4567,72.0634,172.5027,0.68461,False,NONE
129.0,pid,180.0,0.0,60.0,595.3821,101.8252,252.6529,121.4634,72.1177,172.5122,0.684638,False,NONE
130.0,pid,180.0,0.0,60.0,595.5141,101.7901,252.5985,121.4699,72.1719,172.5215,0.684665,False,NONE
131.0,pid,180.0,0.0,60.0,595.6422,101.7556,252.5452,121.4762,72.226,172.5305,0.684691,False,NONE
132.0,pid,180.0,0.0,60.0,595.7667,101.7215,252.493,121.4824,72.28,172.5392,0.684717,False,NONE
133.0,pid,180.0,0.0,60.0,595.8877,101.688,252.4417,121.4883,72.3339,172.5477,0.684742,False,NONE
134.0,pid,180.0,0.0,60.0,596.0052,101.655,252.3915,121.4941,72.3876,172.5559,0.684766,False,NONE
135.0,pid,180.0,0.0,60.0,596.1193,101.6225,252.3423,121.4997,72.4413,172.5638,0.68479,False,NONE
136.0,pid,180.0,0.0,60.0,596.2302,101.5905,252.294,121.5052,72.4948,172.5716,0.684812,False,NONE
137.0,pid,180.0,0.0,60.0,596.3379,101.559,252.2467,121.5105,72.5483,172.5791,0.684835,False,NONE
138.0,pid,180.0,0.0,60.0,596.4425,101.528,252.2004,121.5156,72.6016,172.5864,0.684856,False,NONE
139.0,pid,180.0,0.0,60.0,596.5442,101.4975,252.155,121.5206,72.6548,172.5935,0.684877,False,NONE
140.0,pid,180.0,0.0,60.0,596.6429,101.4675,252.1105,121.5254,72.7079,172.6003,0.684897,False,NONE
141.0,pid,180.0,0.0,60.0,596.7388,101.438,252.067,121.5301,72.7609,172.607,0.684917,False,NONE
142.0,pid,180.0,0.0,60.0,596.832,101.409,252.0243,121.5347,72.8138,172.6135,0.684936,False,NONE
143.0,pid,180.0,0.0,60.0,596.9225,101.3805,251.9825,121.5391,72.8666,172.6198,0.684954,False,NONE
144.0,pid,180.0,0.0,60.0,597.0104,101.3524,251.9415,121.5434,72.9193,172.6259,0.684972,False,NONE
145.0,pid,180.0,0.0,60.0,597.0959,101.3248,251.9014,121.5476,72.9719,172.6318,0.68499,False,NONE
146.0,pid,180.0,0.0,60.0,597.1788,101.2977,251.8621,121.5516,73.0244,172.6376,0.685007,False,NONE
147.0,pid,180.0,0.0,60.0,597.2594,101.2711,251.8236,121.5556,73.0767,172.6431,0.685023,False,NONE
148.0,pid,180.0,0.0,60.0,597.3377,101.2449,251.786,121.5594,73.129,172.6486,0.685039,False,NONE
149.0,pid,180.0,0.0,60.0,597.4138,101.2192,251.7491,121.5631,73.1811,172.6538,0.685055,False,NONE
150.0,pid,180.0,0.0,60.0,597.4877,101.1939,251.713,121.5667,73.2332,172.6589,0.68507,False,NONE
151.0,pid,180.0,0.0,60.0,597.5595,101.1691,251.6776,121.5702,73.2851,172.6639,0.685085,False,NONE
152.0,pid,180.0,0.0,60.0,597.6292,101.1448,251.643,121.5736,73.337,172.6687,0.685099,False,NONE
153.0,pid,180.0,0.0,60.0,597.6969,101.1208,251.6091,121.5769,73.3887,172.6734,0.685113,False,NONE
154.0,pid,180.0,0.0,60.0,597.7627,101.0973,251.5759,121.5801,73.4403,172.6779,0.685126,False,NONE
155.0,pid,180.0,0.0,60.0,597.8267,101.0742,251.5435,121.5832,73.4919,172.6823,0.685139,False,NONE
156.0,pid,180.0,0.0,60.0,597.8888,101.0516,251.5117,121.5862,73.5433,172.6866,0.685152,False,NONE
157.0,pid,180.0,0.0,60.0,597.9491,101.0294,251.4806,121.5891,73.5946,172.6908,0.685164,False,NONE
158.0,pid,180.0,0.0,60.0,598.0077,101.0075,251.4501,121.5919,73.6458,172.6948,0.685176,False,NONE
159.0,pid,180.0,0.0,60.0,598.0646,100.9861,251.4204,121.5947,73.6969,172.6987,0.685187,False,NONE
160.0,pid,180.0,0.0,60.0,598.1199,100.9651,251.3912,121.5974,73.7479,172.7025,0.685198,False,NONE
161.0,pid,180.0,0.0,60.0,598.1736,100.9445,251.3627,121.6,73.7988,172.7062,0.685209,False,NONE
162.0,pid,180.0,0.0,60.0,598.2258,100.9243,251.3348,121.6025,73.8496,172.7098,0.68522,False,NONE
163.0,pid,180.0,0.0,60.0,598.2765,100.9044,251.3075,121.605,73.9003,172.7133,0.68523,False,NONE
164.0,pid,180.0,0.0,60.0,598.3257,100.885,251.2808,121.6073,73.9508,172.7167,0.68524,False,NONE
165.0,pid,180.0,0.0,60.0,598.3736,100.8659,251.2547,121.6096,74.0013,172.7199,0.68525,False,NONE
166.0,pid,180.0,0.0,60.0,598.42,100.8472,251.2291,121.6119,74.0517,172.7231,0.685259,False,NONE
167.0,pid,180.0,0.0,60.0,598.4652,100.8288,251.2041,121.6141,74.102,172.7262,0.685268,False,NONE
168.0,pid,180.0,0.0,60.0,598.509,100.8108,251.1797,121.6162,74.1521,172.7292,0.685277,False,NONE
169.0,pid,180.0,0.0,60.0,598.5516,100.7932,251.1558,121.6182,74.2022,172.7322,0.685286,False,NONE
170.0,pid,180.0,0.0,60.0,598.593,100.7759,251.1324,121.6202,74.2522,172.735,0.685294,False,NONE
171.0,pid,180.0,0.0,60.0,598.6332,100.7589,251.1095,121.6222,74.302,172.7378,0.685302,False,NONE
172.0,pid,180.0,0.0,60.0,598.6723,100.7423,251.0871,121.6241,74.3518,172.7404,0.68531,False,NONE
173.0,pid,180.0,0.0,60.0,598.7102,100.726,251.0652,121.6259,74.4014,172.743,0.685318,False,NONE
174.0,pid,180.0,0.0,60.0,598.7471,100.71,251.0438,121.6277,74.451,172.7455,0.685325,False,NONE
175.0,pid,180.0,0.0,60.0,598.7829,100.6944,251.0229,121.6294,74.5004,172.748,0.685333,False,NONE
176.0,pid,180.0,0.0,60.0,598.8176,100.679,251.0025,121.6311,74.5498,172.7504,0.68534,False,NONE
177.0,pid,180.0,0.0,60.0,598.8514,100.664,250.9825,121.6327,74.599,172.7527,0.685347,False,NONE
178.0,pid,180.0,0.0,60.0,598.8842,100.6493,250.9629,121.6343,74.6482,172.7549,0.685353,False,NONE
179.0,pid,180.0,0.0,60.0,598.9161,100.6349,250.9438,121.6358,74.6972,172.7571,0.68536,False,NONE
180.0,pid,180.0,0.0,60.0,598.9471,100.6207,250.9251,121.6373,74.7462,172.7592,0.685366,False,NONE
181.0,pid,180.0,0.0,60.0,598.9772,100.6069,250.9068,121.6387,74.795,172.7613,0.685372,False,NONE
182.0,pid,180.0,0.0,60.0,599.0064,100.5933,250.889,121.6402,74.8437,172.7633,0.685378,False,NONE
183.0,pid,180.0,0.0,60.0,599.0348,100.5801,250.8715,121.6415,74.8924,172.7652,0.685384,False,NONE
184.0,pid,180.0,0.0,60.0,599.0623,100.5671,250.8545,121.6428,74.9409,172.7671,0.685389,False,NONE
185.0,pid,180.0,0.0,60.0,599.0891,100.5543,250.8378,121.6441,74.9894,172.7689,0.685394,False,NONE
186.0,pid,180.0,0.0,60.0,599.1152,100.5419,250.8215,121.6454,75.0377,172.7707,0.6854,False,NONE
187.0,pid,180.0,0.0,60.0,599.1404,100.5297,250.8056,121.6466,75.0859,172.7724,0.685405,False,NONE
188.0,pid,180.0,0.0,60.0,599.165,100.5177,250.79,121.6478,75.1341,172.7741,0.68541,False,NONE
189.0,pid,180.0,0.0,60.0,599.1889,100.506,250.7748,121.6489,75.1821,172.7757,0.685415,False,NONE
190.0,pid,180.0,0.0,60.0,599.212,100.4945,250.7599,121.65,75.2301,172.7773,0.685419,False,NONE
191.0,pid,180.0,0.0,60.0,599.2345,100.4833,250.7454,121.6511,75.2779,172.7788,0.685424,False,NONE
192.0,pid,180.0,0.0,60.0,599.2564,100.4724,250.7312,121.6522,75.3256,172.7803,0.685428,False,NONE
193.0,pid,180.0,0.0,60.0,599.2777,100.4616,250.7173,121.6532,75.3733,172.7818,0.685432,False,NONE
194.0,pid,180.0,0.0,60.0,599.2983,100.4511,250.7038,121.6542,75.4208,172.7832,0.685437,False,NONE
195.0,pid,180.0,0.0,60.0,599.3184,100.4408,250.6905,121.6551,75.4683,172.7846,0.685441,False,NONE
196.0,pid,180.0,0.0,60.0,599.3378,100.4307,250.6776,121.6561,75.5156,172.7859,0.685445,False,NONE
197.0,pid,180.0,0.0,60.0,599.3567,100.4209,250.6649,121.657,75.5629,172.7872,0.685448,False,NONE
198.0,pid,180.0,0.0,60.0,599.3751,100.4112,250.6526,121.6579,75.61,172.7884,0.685452,False,NONE
199.0,pid,180.0,0.0,60.0,599.393,100.4018,250.6405,121.6587,75.6571,172.7896,0.685456,False,NONE
200.0,pid,180.0,0.0,60.0,599.4103,100.3926,250.6287,121.6595,75.7041,172.7908,0.685459,False,NONE
201.0,pid,180.0,0.0,60.0,599.4272,100.3835,250.6172,121.6604,75.7509,172.792,0.685463,False,NONE
202.0,pid,180.0,0.0,60.0,599.4435,100.3747,250.6059,121.6611,75.7977,172.7931,0.685466,False,NONE
203.0,pid,180.0,0.0,60.0,599.4594,100.366,250.595,121.6619,75.8444,172.7942,0.685469,False,NONE
204.0,pid,180.0,0.0,60.0,599.4749,100.3576,250.5842,121.6626,75.8909,172.7952,0.685472,False,NONE
205.0,pid,180.0,0.0,60.0,599.4899,100.3493,250.5737,121.6634,75.9374,172.7962,0.685475,False,NONE
206.0,pid,180.0,0.0,60.0,599.5045,100.3412,250.5635,121.6641,75.9838,172.7972,0.685478,False,NONE
207.0,pid,180.0,0.0,60.0,599.5186,100.3333,250.5535,121.6647,76.0301,172.7982,0.685481,False,NONE
208.0,pid,180.0,0.0,60.0,599.5324,100.3256,250.5437,121.6654,76.0763,172.7991,0.685484,False,NONE
209.0,pid,180.0,0.0,60.0,599.5457,100.318,250.5342,121.666,76.1223,172.8,0.685486,False,NONE
210.0,pid,180.0,0.0,60.0,599.5587,100.3106,250.5249,121.6667,76.1683,172.8009,0.685489,False,NONE
211.0,pid,180.0,0.0,60.0,599.5713,100.3033,250.5158,121.6673,76.2142,172.8018,0.685492,False,NONE
212.0,pid,180.0,0.0,60.0,599.5836,100.2963,250.5069,121.6678,76.26,172.8026,0.685494,False,NONE
213.0,pid,180.0,0.0,60.0,599.5955,100.2893,250.4982,121.6684,76.3058,172.8034,0.685496,False,NONE
214.0,pid,180.0,0.0,60.0,599.607,100.2826,250.4897,121.669,76.3514,172.8042,0.685499,False,NONE
215.0,pid,180.0,0.0,60.0,599.6183,100.276,250.4815,121.6695,76.3969,172.805,0.685501,False,NONE
216.0,pid,180.0,0.0,60.0,599.6292,100.2695,250.4734,121.67,76.4423,172.8057,0.685503,False,NONE
217.0,pid,180.0,0.0,60.0,599.6398,100.2632,250.4655,121.6705,76.4877,172.8064,0.685505,False,NONE
218.0,pid,180.0,0.0,60.0,599.65,100.257,250.4578,121.671,76.5329,172.8071,0.685507,False,NONE
219.0,pid,180.0,0.0,60.0,599.66,100.2509,250.4503,121.6715,76.578,172.8078,0.685509,False,NONE
220.0,pid,180.0,0.0,60.0,599.6698,100.245,250.4429,121.672,76.6231,172.8085,0.685511,False,NONE
221.0,pid,180.0,0.0,60.0,599.6792,100.2392,250.4358,121.6724,76.668,172.8091,0.685513,False,NONE
222.0,pid,180.0,0.0,60.0,599.6884,100.2336,250.4288,121.6729,76.7129,172.8097,0.685515,False,NONE
223.0,pid,180.0,0.0,60.0,599.6973,100.2281,250.4219,121.6733,76.7577,172.8103,0.685517,False,NONE
224.0,pid,180.0,0.0,60.0,599.7059,100.2227,250.4153,121.6737,76.8024,172.8109,0.685519,False,NONE
225.0,pid,180.0,0.0,60.0,599.7143,100.2174,250.4087,121.6741,76.8469,172.8115,0.68552,False,NONE
226.0,pid,180.0,0.0,60.0,599.7225,100.2122,250.4024,121.6745,76.8914,172.8121,0.685522,False,NONE
227.0,pid,180.0,0.0,60.0,599.7304,100.2072,250.3962,121.6749,76.9358,172.8126,0.685523,False,NONE
228.0,pid,180.0,0.0,60.0,599.7381,100.2023,250.3901,121.6752,76.9801,172.8131,0.685525,False,NONE
229.0,pid,180.0,0.0,60.0,599.7456,100.1975,250.3842,121.6756,77.0243,172.8136,0.685527,False,NONE
230.0,pid,180.0,0.0,60.0,599.7529,100.1928,250.3784,121.6759,77.0685,172.8141,0.685528,False,NONE
231.0,pid,180.0,0.0,60.0,599.7599,100.1882,250.3728,121.6763,77.1125,172.8146,0.685529,False,NONE
232.0,pid,180.0,0.0,60.0,599.7668,100.1837,250.3673,121.6766,77.1564,172.8151,0.685531,False,NONE
